,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2589,0.32,5,7,3,62.0,57.0,4.4,4.37,2.72,182.02192483808813
2590,2.43,4,2,2,62.2,60.0,8.59,8.53,5.33,16444.781517673444
2591,0.92,3,6,3,63.3,57.0,6.22,6.17,3.92,4824.110640737961
2592,0.41,5,1,5,62.7,57.0,4.72,4.75,2.97,101.3265946390502
2593,0.38,4,3,4,60.5,59.0,4.69,4.66,2.83,-201.44482141827666
2594,1.71,3,6,3,63.4,56.0,7.58,7.5,4.78,11765.777383567687
2595,0.9,3,2,3,61.4,55.0,6.19,6.28,3.83,3369.2421643333037
2596,0.43,3,5,5,63.4,57.0,4.8,4.76,3.03,1245.9143498270405
2597,0.7,3,4,4,58.2,60.0,5.84,5.78,3.38,2775.011714278813
2598,0.51,5,6,4,62.0,54.0,5.16,5.13,3.19,2055.342688171295
2599,0.4,2,6,3,63.5,58.0,4.65,4.67,2.96,99.7719177606923
2600,0.9,4,2,3,60.9,56.0,6.26,6.21,3.8,3524.382524941637
2601,0.78,2,6,2,63.7,54.0,5.82,5.77,3.69,2915.2129937150476
2602,1.12,4,5,2,60.5,59.0,6.73,6.79,4.09,5893.263970863789
2603,0.4,4,6,3,60.8,62.0,4.76,4.72,2.88,410.0526389773586
2604,0.51,3,1,3,62.6,59.0,5.06,5.1,3.18,-377.439126906399
2605,1.01,1,6,2,67.6,57.0,6.21,6.11,4.18,4781.064216462204
2606,0.52,5,6,4,61.7,55.0,5.16,5.21,3.2,2143.21188744762
2607,0.41,5,6,4,61.8,56.0,4.78,4.74,2.94,1176.6506954080378
2608,1.05,4,4,2,60.1,60.0,6.58,6.66,3.98,4958.397056466505
2609,2.02,3,4,2,62.8,55.0,8.06,8.11,5.08,13326.569025661762
2610,0.9,3,2,2,60.9,63.0,6.21,6.13,3.76,2845.6536677872846
2611,0.64,4,7,4,60.9,59.0,5.6,5.63,3.42,3362.2844376181947
2612,1.22,4,2,3,62.1,58.0,6.89,6.8,4.25,6336.196901784058
2613,1.32,3,3,3,62.4,58.0,7.02,7.09,4.4,7379.531053401983
2614,2.2,4,2,2,63.0,59.0,8.22,8.19,5.17,14423.789934317954
2615,1.0,5,4,4,62.6,57.0,6.47,6.4,4.03,5721.368413785249
2616,0.54,4,3,5,61.9,56.0,5.29,5.24,3.26,1728.050863548955
2617,2.25,5,2,2,62.4,57.0,8.39,8.32,5.21,15018.276291307915
2618,1.13,3,3,2,62.5,62.0,6.59,6.66,4.14,5186.427770605775
2619,0.62,4,5,2,61.7,60.0,5.48,5.45,3.37,1499.8040070475017
2620,0.9,1,7,2,64.7,59.0,6.09,5.99,3.91,4134.285543885622
2621,0.38,5,7,4,61.8,56.0,4.65,4.67,2.88,1232.8256170420627
2622,0.4,3,7,3,63.1,57.0,4.73,4.69,2.97,574.6947978320268
2623,0.61,4,7,5,62.4,57.0,5.46,5.44,3.4,3622.2653363352383
2624,1.5,2,1,5,64.1,55.0,7.23,7.13,4.6,9213.64823393355
2625,1.25,5,4,3,62.5,54.0,6.88,6.85,4.29,7394.5098991473715
2626,1.01,1,6,2,60.0,60.0,6.48,6.38,3.86,4781.064216462204
2627,0.83,4,4,2,61.6,57.0,6.06,6.02,3.72,3025.2746723873406
2628,1.53,5,3,3,62.3,57.0,7.41,7.36,4.6,9535.06495942149
2629,0.71,5,6,5,62.4,56.0,5.75,5.7,3.57,4336.315170243826
2630,0.38,2,3,3,63.3,57.0,4.58,4.62,2.91,-1035.3140391809638
2631,0.74,5,5,3,61.2,56.0,5.83,5.87,3.58,3232.963255517765
2632,0.84,2,4,4,63.6,59.0,5.89,5.94,3.76,3850.0401435390395
2633,0.75,5,6,3,61.4,57.0,5.82,5.87,3.59,3640.6149742570906
2634,0.42,4,3,5,61.7,59.0,4.76,4.83,2.96,673.6204722330458
2635,0.94,4,6,2,62.4,58.0,6.26,6.33,3.93,4631.4009033529255
2636,0.72,3,5,6,59.2,63.0,5.77,5.86,3.44,4317.709625386504
2637,0.3,4,6,4,62.4,59.0,4.3,4.26,2.67,54.949142760121504
2638,0.41,3,6,2,63.3,56.0,4.73,4.69,2.98,-180.8070189006694
2639,0.43,5,7,4,61.3,55.0,4.84,4.88,2.98,1672.1716134236904
2640,2.24,4,2,2,61.9,58.0,8.29,8.36,5.15,14775.266731423262
2641,0.84,3,4,4,61.8,57.0,6.04,6.07,3.74,4005.1805041473726
2642,1.12,3,6,2,60.9,63.0,6.59,6.65,4.03,6057.906129718454
2643,0.34,4,2,5,61.0,60.0,4.51,4.48,2.74,-349.11564144056047
2644,0.3,4,4,5,62.5,55.0,4.32,4.25,2.68,-61.02739961986117
2645,0.7,5,4,5,61.4,57.0,5.7,5.73,3.51,3608.8809320415003
2646,1.0,4,5,3,59.7,60.0,6.48,6.51,3.88,5362.422076093897
2647,0.43,5,7,4,61.8,56.0,4.81,4.83,2.98,1672.1716134236904
2648,1.01,5,3,3,62.4,53.0,6.42,6.47,4.02,4965.866597052553
2649,0.71,2,7,2,56.6,63.0,5.9,5.76,3.3,2619.911118243768
2650,1.12,5,6,2,62.0,57.0,6.61,6.63,4.11,6368.1868509351225
2651,0.72,5,3,4,62.8,57.0,5.74,5.7,3.59,2941.2483145851274
2652,0.71,4,6,3,61.8,59.0,5.75,5.7,3.54,3133.997816543455
2653,0.52,5,7,4,61.9,55.0,5.19,5.21,3.22,2462.9944069106223
2654,0.3,4,7,5,60.2,59.0,4.39,4.42,2.65,898.3201587691428
2655,0.35,4,6,4,61.6,58.0,4.57,4.52,2.8,494.29513914175004
2656,0.32,5,2,4,61.5,56.0,4.4,4.41,2.71,-893.3021759308986
2657,1.01,3,2,3,64.2,55.0,6.28,6.34,4.05,4335.803356372886
2658,0.58,5,6,4,61.9,57.0,5.37,5.33,3.31,2670.4270831055746
2659,0.9,2,1,3,64.3,63.0,6.05,6.01,3.88,2894.31928426197
2660,0.27,3,5,7,62.0,58.0,4.18,4.21,2.6,887.1841544978697
2661,0.41,5,7,5,61.8,57.0,4.8,4.75,2.95,2020.0217114170573
2662,1.01,3,3,4,63.5,61.0,6.32,6.24,3.99,5179.174372381907
2663,1.01,1,4,2,68.5,63.0,6.08,6.0,4.14,4141.499177536201
2664,0.38,5,2,3,61.5,56.0,4.67,4.7,2.88,-889.675476818964
2665,1.09,4,4,4,59.9,56.0,6.73,6.59,3.99,6357.050846663848
2666,1.01,5,5,2,62.9,57.0,6.35,6.41,4.01,5081.843139432536
2667,0.41,4,4,5,60.7,58.0,4.83,4.79,2.92,905.5337924197211
2668,1.5,3,2,3,60.2,63.0,7.38,7.33,4.43,8641.394120912844
2669,1.23,5,4,4,61.5,54.0,6.92,6.89,4.25,7742.35999714074
2670,0.51,3,5,4,62.0,58.0,5.08,5.11,3.16,1425.2794474916263
2671,0.73,5,2,5,62.1,54.0,5.77,5.8,3.59,3232.923490944475
2672,0.43,3,6,3,63.1,56.0,4.83,4.8,3.04,518.5198761980027
2673,1.58,5,4,5,61.3,57.0,7.48,7.54,4.6,11341.370468358158
2674,0.53,5,6,4,62.7,54.0,5.18,5.15,3.24,2231.081086723947
2675,0.65,3,5,4,64.0,55.3,5.5,5.57,3.54,2655.4482373601877
2676,0.35,4,3,5,62.6,59.0,4.5,4.45,2.8,58.53607729876603
2677,2.1,4,1,4,61.3,59.0,8.27,8.21,5.05,14272.492415183739
2678,1.04,5,3,5,62.7,55.0,6.43,6.49,4.05,6276.651187973572
2679,1.35,4,1,3,61.1,61.0,7.13,7.1,4.35,7158.713972913292
2680,1.06,5,3,2,62.5,57.1,6.46,6.5,4.05,4881.624096888163
2681,1.0,3,5,4,61.6,56.0,6.42,6.47,3.97,5730.870212031585
2682,0.7,3,5,7,63.0,60.0,5.59,5.62,3.53,4665.559723379874
2683,0.38,4,5,5,60.9,58.0,4.71,4.68,2.86,961.708714053746
2684,0.39,2,4,4,63.7,53.0,4.62,4.67,2.96,-104.07382389561644
2685,0.83,2,3,2,63.9,56.0,5.99,5.93,3.81,2395.211431707672
2686,0.9,3,5,6,61.0,63.0,6.13,6.09,3.73,5899.355212360368
2687,0.7,1,3,3,65.5,57.0,5.59,5.55,3.65,1621.3599770531237
2688,0.42,4,5,6,61.7,59.0,4.78,4.82,2.96,1836.7740077050676
2689,1.23,4,5,4,60.8,59.0,6.9,6.94,4.21,7907.002155995406
2690,0.32,5,5,4,61.2,56.0,4.41,4.44,2.71,66.04538245810545
2691,1.08,4,4,5,61.5,61.0,6.62,6.55,4.05,6792.770143933543
2692,0.43,4,4,3,62.6,59.0,4.8,4.82,3.01,34.09519788033322
2693,1.5,3,4,6,60.9,56.0,7.34,7.37,4.48,10851.724649476904
2694,0.38,2,7,7,61.3,61.0,4.68,4.72,2.88,2338.1700248551224
2695,0.73,2,6,3,63.2,58.0,5.7,5.76,3.62,2999.455493879439
2696,1.01,3,3,3,61.9,57.0,6.36,6.41,3.95,4655.585875835886
2697,0.4,4,5,5,62.5,59.0,4.69,4.66,2.92,1137.4471126063963
2698,1.57,5,1,6,61.4,57.0,7.45,7.5,4.59,10817.742207238849
2699,1.29,5,1,4,60.9,58.0,7.05,7.0,4.28,7310.227634409692
2700,0.25,3,5,6,62.4,55.0,4.03,4.06,2.52,187.85725939919848
2701,0.34,5,6,4,62.5,55.0,4.45,4.48,2.79,561.566300473758
2702,0.39,4,5,3,60.1,59.0,4.77,4.74,2.86,2.4009202380320858
2703,0.41,5,5,7,61.9,56.0,4.79,4.77,2.96,2427.6336655830946
2704,0.53,5,6,4,62.8,55.0,5.21,5.17,3.26,2231.081086723947
2705,1.25,4,4,5,61.8,58.0,6.94,6.91,4.28,8286.546531631078
2706,0.71,4,5,5,61.1,58.0,5.76,5.72,3.51,3861.3922901724927
2707,0.36,5,6,4,62.6,56.0,4.56,4.52,2.84,737.3046990264093
2708,0.51,3,6,6,61.3,55.0,5.14,5.16,3.16,2792.2389600466686
2709,0.5,5,7,6,60.4,54.0,5.23,5.17,3.14,3334.43300145001
2710,0.91,4,7,3,63.0,59.0,6.15,6.11,3.86,5211.16432153297
2711,0.32,4,4,5,61.4,58.0,4.4,4.36,2.69,114.71099893279097
2712,1.11,5,1,2,62.6,54.0,6.61,6.64,4.15,4681.40505434379
2713,2.16,4,1,3,60.5,59.0,8.41,8.35,5.07,14276.119114295672
2714,1.19,4,6,5,59.8,58.0,7.01,6.94,4.17,8398.896374899126
2715,0.35,5,6,5,61.9,56.0,4.53,4.55,2.81,1173.023996296104
2716,0.54,3,5,5,61.6,59.0,5.26,5.2,3.22,2212.4755418666227
2717,0.34,5,5,4,60.7,56.0,4.56,4.53,2.76,241.78378101075668
2718,1.27,4,1,2,60.4,58.0,7.04,7.0,4.24,5932.1718821566665
2719,0.47,5,3,8,62.4,57.0,4.97,5.0,3.11,2838.8723188610657
2720,1.22,4,3,5,58.9,59.0,7.02,6.96,4.12,7703.156414339099
2721,1.76,5,2,2,61.2,55.0,7.79,7.76,4.76,10712.685526767958
2722,0.53,3,4,3,63.4,54.0,5.09,5.13,3.24,757.6468300352572
2723,0.35,4,7,4,59.7,58.0,4.61,4.57,2.74,814.0776586047514
2724,1.5,2,3,2,63.6,60.0,7.3,7.23,4.63,8282.447783221493
2725,2.04,4,4,2,60.3,59.0,8.23,8.3,4.98,13657.447784822749
2726,0.31,5,3,7,62.3,53.0,4.35,4.38,2.72,909.3766338938358
2727,0.55,4,7,7,60.3,59.0,5.34,5.3,3.21,4142.2271337693255
2728,0.7,5,4,3,61.9,58.0,5.66,5.69,3.51,2561.7039389494585
2729,0.52,4,5,3,59.5,59.0,5.24,5.31,3.14,1144.7005108302656
2730,0.32,5,4,4,60.3,57.0,4.46,4.43,2.68,-253.73713700489589
2731,0.29,3,4,7,62.0,58.0,4.19,4.23,2.61,743.1400335875187
2732,1.21,5,2,7,61.6,55.0,6.88,6.8,4.21,8497.822049300146
2733,1.27,5,5,4,62.8,56.0,6.9,6.86,4.32,8413.619313709047
2734,0.37,3,7,3,61.0,62.0,4.61,4.64,2.82,311.0872000030495
2735,1.01,4,5,3,60.6,58.0,6.54,6.49,3.95,5450.291275370224
2736,0.76,5,5,4,61.0,55.0,5.89,5.92,3.6,3932.290150616436
2737,0.59,5,6,3,62.9,57.0,5.36,5.33,3.36,2234.7077858358807
2738,1.8,2,2,2,63.2,58.0,7.66,7.75,4.87,10598.74124204826
2739,0.75,5,5,2,62.1,55.0,5.83,5.87,3.63,2797.243958248071
2740,1.07,5,7,8,60.9,54.0,6.66,6.73,4.08,9390.154353292613
2741,0.4,4,7,4,59.1,57.0,4.87,4.81,2.86,1253.42365498638
2742,0.28,2,1,6,58.4,60.0,4.27,4.33,2.51,-982.8055812321627
2743,0.71,3,6,4,62.9,57.0,5.68,5.7,3.58,3502.445952481139
2744,0.6,5,2,2,62.2,54.0,5.4,5.44,3.37,519.8584107141796
2745,1.05,5,5,6,62.1,54.0,6.55,6.52,4.06,7527.6739227219205
2746,0.33,5,6,7,61.5,56.0,4.49,4.46,2.75,2044.462590835492
2747,0.71,5,6,4,62.0,57.0,5.71,5.74,3.55,3812.726673697807
2748,1.01,4,5,3,62.8,59.0,6.4,6.36,4.01,5450.291275370224
2749,0.33,4,2,5,61.6,60.0,4.42,4.45,2.73,-436.98484071688654
2750,0.9,3,5,4,64.2,59.0,6.07,6.11,3.91,4852.1782192683295
2751,0.74,5,5,5,62.3,57.0,5.79,5.77,3.6,4280.140248609803
2752,1.04,4,4,1,62.2,58.0,6.46,6.41,4.0,4346.939360644159
2753,0.51,5,7,4,62.4,55.0,5.12,5.14,3.2,2375.1252076342953
2754,0.58,3,3,3,63.3,56.0,5.34,5.31,3.37,877.2103069538834
2755,1.02,3,7,2,63.4,59.0,6.41,6.37,4.05,5498.996656418198
2756,0.41,5,2,4,62.0,57.0,4.74,4.77,2.95,-102.47938244396755
2757,0.43,5,2,6,62.6,57.0,4.79,4.82,3.01,1120.4360092007228
2758,1.13,5,6,4,61.4,58.0,6.71,6.74,4.13,7503.233043303484
2759,0.39,1,6,3,65.6,60.0,4.5,4.56,2.97,-143.2376421239669
2760,1.0,4,1,2,62.7,58.0,6.32,6.28,3.95,3559.7035016958744
2761,0.56,2,6,4,62.3,63.0,5.22,5.27,3.27,2029.267602727923
2762,1.15,4,4,3,63.0,59.0,6.68,6.63,4.19,6360.677545775781
2763,0.81,5,3,8,61.6,58.0,5.98,6.01,3.69,5826.425094256139
2764,1.27,4,1,7,60.1,58.0,7.06,6.99,4.22,8550.114364886767
2765,0.73,5,4,4,61.6,56.0,5.8,5.83,3.58,3348.9000333244567
2766,0.31,5,4,7,60.8,56.0,4.36,4.39,2.66,1229.1591533568371
2767,0.68,3,4,8,62.7,56.0,5.56,5.6,3.5,4693.627301910241
2768,0.51,2,7,4,60.1,65.0,5.14,5.17,3.1,1909.7041258092959
2769,1.2,3,2,5,63.1,58.0,6.7,6.62,4.2,7052.495135715111
2770,0.4,3,3,5,63.4,58.0,4.74,4.66,2.98,342.74171307206143
2771,1.54,1,2,2,64.6,56.0,7.3,7.26,4.7,8159.00170025546
2772,0.77,3,6,2,60.4,58.0,5.91,5.95,3.58,2982.4841550470555
2773,0.44,3,6,3,62.2,60.0,4.79,4.86,3.0,606.3890754743279
2774,0.92,4,4,2,58.4,58.0,6.4,6.34,3.73,3816.0974658742725
2775,1.01,4,6,3,59.5,60.0,6.54,6.46,3.87,5770.073794833224
2776,0.82,1,5,3,64.9,58.0,5.83,5.79,3.77,3315.3554072950337
2777,0.41,5,4,5,61.7,57.0,4.81,4.78,2.96,1060.6741530280542
2778,0.44,3,5,7,62.1,60.0,4.84,4.92,3.03,2380.9605421954057
2779,0.56,5,7,2,62.2,55.0,5.29,5.32,3.3,1767.2942109238847
2780,0.26,3,6,6,61.7,61.0,4.08,4.12,2.53,595.508978138525
2781,0.39,5,4,8,61.6,56.0,4.69,4.73,2.9,2455.701244113463
2782,0.7,1,2,1,68.6,57.0,5.46,5.34,3.71,254.40046449808324
2783,1.2,4,4,2,62.6,61.0,6.73,6.68,4.2,6276.435045611388
2784,2.0,3,3,2,61.0,57.0,8.02,8.18,4.94,12831.04810764611
2785,0.54,3,2,4,62.3,56.0,5.17,5.22,3.24,729.5394869315996
2786,0.54,5,7,4,61.1,56.0,5.29,5.25,3.22,2638.7328054632726
2787,1.6,3,2,5,62.3,59.0,7.46,7.51,4.66,10567.263106768138
2788,0.37,5,6,5,61.4,55.0,4.62,4.66,2.85,1348.7623948487544
2789,1.09,5,4,6,61.8,56.0,6.58,6.62,4.08,7559.368200364221
2790,0.71,5,4,5,61.5,56.0,5.74,5.78,3.54,3696.7501313178236
2791,1.0,4,7,3,59.2,62.0,6.54,6.49,3.86,6001.9871150199015
2792,0.33,5,6,4,61.5,57.0,4.41,4.47,2.73,473.69710119743286
2793,1.2,3,2,5,62.6,59.0,6.69,6.73,4.2,7052.495135715111
2794,1.21,4,4,5,62.7,58.0,6.76,6.85,4.27,7935.069734525776
2795,0.42,5,6,6,62.3,55.0,4.81,4.76,2.98,2311.696887776403
2796,0.31,2,4,5,63.2,56.0,4.28,4.29,2.71,-283.4389215602023
2797,1.01,4,7,6,62.4,58.0,6.44,6.39,4.0,7660.621803934284
2798,0.99,1,1,1,73.6,60.0,6.01,5.8,4.35,2482.824724048527
2799,1.07,4,3,4,60.6,60.0,6.66,6.63,4.03,5861.529928648195
2800,0.92,4,5,2,61.8,58.0,6.19,6.23,3.84,4135.879985337275
2801,1.04,3,4,6,62.8,54.0,6.39,6.5,4.05,6809.741482765925
2802,0.3,4,4,7,62.6,58.0,4.27,4.29,2.68,986.1495934721788
2803,0.62,3,7,6,58.1,63.0,5.59,5.66,3.27,4078.5826715492494
2804,0.7,5,5,2,62.1,57.0,5.65,5.69,3.52,2357.89796186644
2805,1.0,4,4,2,60.7,59.0,6.45,6.41,3.9,4519.0510600848775
2806,1.03,5,4,3,60.8,57.0,6.52,6.47,3.95,5461.387515068207
2807,0.71,5,4,7,61.1,57.0,5.76,5.8,3.53,4743.927124409864
2808,0.3,5,3,7,62.5,53.8,4.31,4.33,2.69,821.5074346175106
2809,0.4,2,2,5,63.8,55.0,4.69,4.65,2.98,-132.18116699927305
2810,0.5,2,6,4,64.1,58.0,5.03,5.01,3.22,1502.0524070699685
2811,0.26,3,6,6,62.9,56.0,4.07,4.1,2.57,595.508978138525
2812,0.33,3,4,4,62.1,56.0,4.41,4.44,2.75,-476.1486589452379
2813,0.4,5,7,6,62.2,55.0,4.74,4.72,2.94,2455.741008686753
2814,0.53,3,6,3,63.0,55.0,5.14,5.18,3.25,1397.2118689612598
2815,0.7,3,5,3,62.3,57.0,5.65,5.69,3.53,2571.2057371957944
2816,0.36,5,6,4,61.9,56.0,4.55,4.56,2.82,737.3046990264093
2817,0.48,4,6,2,62.9,60.0,4.93,4.9,3.09,589.4177366419444
2818,0.72,5,7,3,60.5,56.0,5.79,5.84,3.52,3696.7898958911155
2819,0.51,3,5,4,58.6,58.0,5.22,5.29,3.08,1425.2794474916263
2820,0.26,5,4,5,62.5,53.0,4.1,4.13,2.57,-257.3638361168305
2821,1.0,2,5,1,64.2,59.0,6.26,6.3,4.03,4004.9643617851925
2822,0.26,5,5,8,62.0,56.0,4.07,4.1,2.53,1633.184172984229
2823,0.32,5,4,7,60.2,56.0,4.45,4.49,2.69,1317.028352633164
2824,0.79,4,4,5,61.3,59.0,5.97,5.91,3.64,4244.563364920097
2825,1.07,5,3,4,62.1,57.0,6.53,6.49,4.04,6016.670289256528
2826,0.9,4,7,2,58.1,60.0,6.26,6.24,3.63,4599.706625710625
2827,2.35,4,1,5,60.7,60.0,8.64,8.6,5.23,16992.8108936379
2828,1.11,5,2,5,63.0,56.0,6.61,6.57,4.15,6571.953063444851
2829,0.36,2,6,7,58.2,56.0,4.68,4.74,2.74,1842.649106839468
2830,0.3,2,5,7,61.1,61.0,4.29,4.32,2.63,995.651391718513
2831,0.53,5,4,5,61.8,55.0,5.17,5.22,3.21,2115.1045443439634
2832,0.79,4,1,3,58.8,62.0,6.03,6.01,3.54,2238.038813439054
2833,0.33,4,7,2,61.6,59.0,4.42,4.41,2.72,-408.83773303993894
2834,1.36,4,2,5,62.0,59.0,7.1,7.06,4.39,8613.54268474466
2835,1.03,3,3,2,60.9,57.0,6.5,6.58,3.98,4307.735777842519
2836,0.42,4,4,7,59.8,58.0,4.88,4.85,2.91,2040.5799847880862
2837,0.32,5,3,7,61.6,54.0,4.42,4.45,2.73,997.2458331701619
2838,0.56,5,6,5,61.8,56.0,5.28,5.33,3.28,3018.2771810989434
2839,0.34,4,4,7,59.0,62.0,4.6,4.56,2.7,1337.6263905774813
2840,0.5,3,7,5,59.8,58.0,5.12,5.14,3.07,2500.563783687323
2841,3.11,1,1,1,65.9,57.0,9.15,9.02,5.98,21111.094970629572
2842,0.56,5,7,4,60.9,56.0,5.35,5.32,3.25,2814.4712040159247
2843,0.3,5,6,7,60.6,57.0,4.33,4.35,2.63,1780.8549930065146
2844,0.37,5,6,5,61.6,54.7,4.61,4.63,2.85,1348.7623948487544
2845,0.53,5,4,4,61.6,56.0,5.24,5.19,3.21,1591.5160477979425
2846,1.6,3,7,2,60.6,58.0,7.55,7.61,4.59,10595.410214445086
2847,0.31,5,7,3,62.1,56.0,4.33,4.37,2.7,94.15272556176296
2848,1.54,3,1,5,63.5,57.0,7.27,7.37,4.65,9720.265391647185
2849,0.33,3,4,6,62.8,57.0,4.39,4.47,2.78,571.0283341468021
2850,0.31,2,3,4,63.5,57.0,4.32,4.34,2.75,-1126.8099375692227
2851,0.71,4,4,3,58.5,58.0,5.87,5.82,3.42,2494.4327776174523
2852,1.01,4,5,2,61.1,57.0,6.48,6.44,3.95,4926.702778824203
2853,0.3,5,5,7,61.9,58.0,4.26,4.3,2.65,1461.0724735435124
2854,1.31,5,3,5,62.5,56.0,6.95,7.03,4.37,8649.119568434364
2855,0.71,5,2,4,61.6,57.0,5.7,5.62,3.49,2533.596595845802
2856,0.41,5,7,3,61.6,55.0,4.8,4.78,2.95,972.8447183250182
2857,1.0,4,5,5,62.6,58.0,6.37,6.4,4.0,6409.599069185939
2858,1.07,5,7,5,61.8,57.0,6.55,6.58,4.06,7819.388863654554
2859,0.52,4,4,5,62.6,59.0,5.08,5.11,3.19,1872.0949844593033
2860,1.05,5,4,4,62.8,57.0,6.49,6.45,4.06,6160.71441016688
2861,0.33,5,7,6,61.7,55.0,4.46,4.49,2.76,1840.6566137524733
2862,1.5,3,5,2,62.3,60.0,7.29,7.34,4.56,9077.153182755826
2863,0.41,5,3,2,61.7,56.0,4.8,4.77,2.95,-829.8738560730062
2864,0.71,3,5,5,62.9,55.0,5.68,5.71,3.58,3706.2519295641596
2865,0.5,2,7,3,63.8,60.0,5.0,5.03,3.2,1298.2464299869498
2866,1.01,3,7,4,63.1,60.0,6.39,6.35,4.02,6458.304450233913
2867,1.71,2,3,4,63.7,58.0,7.57,7.54,4.81,11174.877961116372
2868,0.4,5,5,7,62.2,56.0,4.71,4.74,2.94,2339.7644663067713
2869,0.32,3,4,5,61.7,55.0,4.37,4.41,2.71,-40.42936167554308
2870,0.5,3,6,3,60.7,61.0,5.09,5.12,3.1,1133.6042711322825
2871,1.02,1,5,2,65.5,59.0,6.27,6.24,4.1,4549.150896275531
2872,1.05,3,4,2,62.5,60.0,6.45,6.5,4.05,4803.256695858172
2873,1.36,4,6,6,59.8,59.0,7.12,7.2,4.38,10416.261259142682
2874,0.51,5,6,3,62.3,56.0,5.15,5.12,3.2,1531.7541916252758
2875,1.2,4,3,2,62.4,57.0,6.83,6.75,4.24,5956.652526148386
2876,0.72,5,5,5,62.0,56.0,5.76,5.73,3.56,4104.401850057153
2877,0.49,3,5,7,62.2,56.0,5.04,5.08,3.14,2820.3065385770333
2878,0.36,4,3,3,61.3,57.0,4.65,4.61,2.84,-900.7717165169479
2879,0.7,4,7,3,62.1,62.0,5.63,5.58,3.48,3365.9111367301284
2880,0.9,4,6,2,59.5,61.0,6.3,6.24,3.73,4279.924106247623
2881,0.32,4,4,7,58.1,59.0,4.53,4.49,2.62,1161.887992024831
2882,2.0,3,4,2,63.5,55.0,8.03,7.93,5.07,13150.830627109111
2883,0.9,2,5,2,63.3,57.0,6.08,6.14,3.87,3649.8608655679545
2884,1.18,5,6,2,60.9,57.0,6.86,6.89,4.19,6895.402046593075
2885,0.36,5,6,5,61.8,56.0,4.55,4.58,2.82,1260.8931955724292
2886,0.37,5,5,6,60.0,59.0,4.64,4.66,2.79,1552.568371931773
2887,0.3,5,5,3,62.4,56.0,4.27,4.32,2.68,-633.2815126405667
2888,0.36,4,5,4,60.5,60.0,4.55,4.61,2.77,262.38181895507387
2889,0.8,4,1,2,60.2,59.0,6.07,5.95,3.62,1802.3195161693602
2890,1.51,5,3,3,61.9,57.0,7.37,7.32,4.55,9359.326560868836
2891,0.62,3,5,4,59.8,58.0,5.55,5.59,3.33,2391.8406395312086
2892,0.71,4,3,3,62.4,59.0,5.65,5.6,3.51,2174.65025815445
2893,0.32,2,4,5,57.0,62.0,4.51,4.54,2.58,-195.56972228387622
2894,1.02,5,4,4,62.8,57.0,6.36,6.45,4.02,5897.106812337903
2895,0.41,4,3,5,62.0,56.0,4.78,4.74,2.95,585.7512729567197
2896,1.14,5,4,4,62.0,55.0,6.68,6.77,4.17,6951.537203653808
2897,0.52,4,4,3,60.6,61.0,5.19,5.17,3.14,824.9179913672642
2898,1.0,2,3,3,62.7,60.0,6.24,6.3,3.93,4412.576315951226
2899,0.56,3,6,3,60.2,57.0,5.36,5.4,3.24,1660.8194667902371
2900,0.32,4,4,3,61.0,61.0,4.41,4.38,2.68,-932.465994159249
2901,0.37,5,7,6,61.6,54.0,4.61,4.64,2.85,2192.1334108577757
2902,0.9,2,4,3,63.2,59.0,6.05,6.1,3.84,3853.666842650973
2903,1.01,5,4,3,61.1,58.0,6.43,6.49,3.95,5285.649116515555
2904,1.03,5,1,3,62.3,57.0,6.48,6.43,4.02,4502.039956679202
2905,0.78,4,4,2,60.6,58.0,6.02,5.99,3.64,2585.928676005713
2906,0.33,5,4,5,61.6,57.0,4.46,4.49,2.75,357.7205588174493
2907,0.33,5,3,6,61.3,56.0,4.43,4.47,2.73,561.5265359004679
2908,1.09,5,3,3,61.9,57.0,6.63,6.58,4.09,5668.820191263161
2909,0.5,2,1,3,63.3,60.0,4.97,4.99,3.15,-620.4486867910582
2910,1.01,5,1,4,61.3,56.0,6.46,6.5,3.97,4849.890054672573
2911,1.0,3,6,6,63.5,55.0,6.36,6.31,4.02,7097.829724586625
2912,0.59,4,6,2,60.8,56.0,5.43,5.4,3.29,1555.9789286815267
2913,0.7,3,3,2,59.9,57.0,5.74,5.77,3.45,1408.0522017237727
2914,0.31,4,2,3,61.3,58.0,4.34,4.37,2.67,-1659.9002323615769
2915,0.39,4,6,4,62.5,60.0,4.64,4.67,2.91,845.7719362470525
2916,0.85,5,6,3,61.8,54.0,6.1,6.14,3.78,4519.306967020348
2917,0.73,5,2,6,62.3,55.0,5.76,5.77,3.59,3756.511987490494
2918,1.09,5,1,3,60.7,58.0,6.64,6.68,4.04,5029.255152337157
2919,0.4,5,7,2,61.3,56.0,4.72,4.77,2.91,361.387022502674
2920,0.4,3,6,3,61.7,60.0,4.68,4.72,2.9,254.91227836902544
2921,0.22,1,6,4,65.1,61.0,3.87,3.78,2.49,-1113.4255332754838
2922,0.31,4,6,4,60.3,58.0,4.42,4.37,2.65,142.81834203644758
2923,1.19,5,1,2,61.7,56.0,6.8,6.85,4.21,5384.358648554395
2924,1.06,1,2,1,64.5,57.0,6.47,6.33,4.13,3417.691638445809
2925,0.61,3,6,5,59.6,63.0,5.44,5.57,3.28,3147.3424562639048
